link_id,time_index,utilization,latency_proxy,queue_proxy,variance,is_missing,staleness_count,disagreement,util_original,confidence
SNVAng__STTLng,768,1.209341,500.0,4060.662,0.053568,False,0,0.030707,1.209341,0.846291
ATLAM5__ATLAng,769,1.029397,500.0,2275.62,0.04784,False,0,0.135662,1.029397,0.635684
ATLAng__CHINng,769,0.573514,11.724,0.0,0.037167,False,0,0.061616,0.573514,0.811081
ATLAng__HSTNng,769,2.047201,500.0,12372.233,0.086433,False,0,0.064021,2.047201,0.716237
ATLAng__IPLSng,769,,,,0.018863,True,0,0.07931,0.403655,0.375389
ATLAng__WASHng,769,0.994883,500.0,1933.235,0.067075,False,0,0.027281,0.994883,0.828893
CHINng__IPLSng,769,1.227019,500.0,4236.028,0.104358,False,0,0.02223,1.227019,0.771586
CHINng__NYCMng,769,0.940763,84.407,1396.368,0.102068,False,0,0.000285,0.940763,0.821978
DNVRng__KSCYng,769,0.867165,37.641,666.278,0.04091,False,0,0.032893,0.867165,0.864754
DNVRng__SNVAng,769,0.31446,7.294,0.0,0.017247,False,0,0.081138,0.31446,0.806269
HSTNng__KSCYng,769,1.979167,500.0,11697.342,0.095745,False,0,0.062139,1.979167,0.703231
IPLSng__KSCYng,769,1.508189,500.0,7025.234,0.066902,False,0,0.065459,1.508189,0.7488
KSCYng__SNVAng,769,2.337518,500.0,15252.175,0.105793,False,0,0.014924,2.337518,0.78436
LOSAng__SNVAng,769,1.106344,500.0,3038.935,0.080469,False,0,0.025812,1.106344,0.807579
NYCMng__WASHng,769,0.104638,5.584,0.0,0.008815,False,0,0.056359,0.104638,0.873822
SNVAng__STTLng,769,1.213293,500.0,4099.863,0.047573,False,0,0.003103,1.213293,0.915353
ATLAM5__ATLAng,770,1.042786,500.0,2408.439,0.046019,False,0,0.012811,1.042786,0.897738
ATLAng__CHINng,770,0.579559,11.892,0.0,0.037346,False,0,0.076283,0.579559,0.779866
ATLAng__HSTNng,770,1.946509,500.0,11373.371,0.086893,False,0,0.009232,1.946509,0.830789
ATLAng__IPLSng,770,0.398411,8.311,0.0,0.020608,False,0,0.002084,0.398411,0.96664
ATLAng__WASHng,770,,,,0.071901,True,0,0.023928,0.9966,0.395373
CHINng__IPLSng,770,,,,0.108511,True,0,0.070003,1.239126,0.23162
CHINng__NYCMng,770,0.956597,115.201,1553.447,0.104065,False,0,0.090041,0.956597,0.629304
DNVRng__KSCYng,770,0.856306,34.796,558.557,0.044241,False,0,0.037395,0.856306,0.849203
DNVRng__SNVAng,770,0.290576,7.048,0.0,0.016915,False,0,0.089325,0.290576,0.789631
HSTNng__KSCYng,770,1.919944,500.0,11109.847,0.097577,False,0,0.040131,1.919944,0.746244
IPLSng__KSCYng,770,1.480716,500.0,6752.701,0.066952,False,0,0.054,1.480716,0.772845
KSCYng__SNVAng,770,2.289336,500.0,14774.209,0.110258,False,0,0.083614,2.289336,0.631554
LOSAng__SNVAng,770,1.05008,500.0,2480.798,0.079719,False,0,0.028384,1.05008,0.803527
NYCMng__WASHng,770,0.093949,5.518,0.0,0.007743,False,0,0.053151,0.093949,0.882531
SNVAng__STTLng,770,1.241959,500.0,4384.228,0.050059,False,0,0.030314,1.241959,0.853513
ATLAM5__ATLAng,771,1.034424,500.0,2325.488,0.041176,False,0,0.024172,1.034424,0.882637
ATLAng__CHINng,771,0.579559,11.892,0.0,0.031339,False,1,0.029849,0.591457,0.773466
ATLAng__HSTNng,771,1.951958,500.0,11427.425,0.090627,False,0,0.073132,1.951958,0.689406
ATLAng__IPLSng,771,0.386128,8.145,0.0,0.078459,False,0,0.087738,0.386128,0.680818
ATLAng__WASHng,771,,,,0.077558,True,0,0.080212,0.966828,0.266526
CHINng__IPLSng,771,,,,0.060032,True,0,0.075959,1.21316,0.307423
CHINng__NYCMng,771,0.944851,90.663,1436.919,0.052357,False,0,0.098048,0.944851,0.706671
DNVRng__KSCYng,771,0.804006,25.511,39.735,0.046365,False,0,0.026592,0.804006,0.868084
DNVRng__SNVAng,771,0.285012,6.993,0.0,0.018799,False,0,0.044259,0.285012,0.881112
HSTNng__KSCYng,771,1.87617,500.0,10675.606,0.101315,False,0,0.104256,1.87617,0.604377
IPLSng__KSCYng,771,1.488561,500.0,6830.525,0.07493,False,0,0.003604,1.488561,0.864443
KSCYng__SNVAng,771,2.256454,500.0,14448.025,0.119797,False,0,0.008102,2.256454,0.773206
LOSAng__SNVAng,771,1.063596,500.0,2614.871,0.082035,False,0,0.029705,1.063596,0.796524
NYCMng__WASHng,771,0.097073,5.538,0.0,0.007804,False,0,0.004134,0.097073,0.985657
SNVAng__STTLng,771,1.235747,500.0,4322.607,0.059654,False,0,0.014499,1.235747,0.869336
ATLAM5__ATLAng,772,1.038485,500.0,2365.767,0.051574,False,0,0.066901,1.038485,0.773697
ATLAng__CHINng,772,0.588266,12.144,0.0,0.035335,False,0,0.041007,0.588266,0.857824
ATLAng__HSTNng,772,1.958398,500.0,11491.306,0.086973,False,0,0.014694,1.958398,0.819141
ATLAng__IPLSng,772,0.41193,8.502,0.0,0.080558,False,0,0.032344,0.41193,0.79366
ATLAng__WASHng,772,,,,0.078802,True,0,0.038132,0.956143,0.352883
CHINng__IPLSng,772,,,,0.065552,True,0,0.053451,1.211392,0.344766
CHINng__NYCMng,772,0.940717,84.341,1395.911,0.055734,False,0,0.066917,0.940717,0.766083
DNVRng__KSCYng,772,0.845544,32.372,451.797,0.04692,False,0,0.026631,0.845544,0.866992
DNVRng__SNVAng,772,0.281976,6.964,0.0,0.016985,False,0,0.099145,0.281976,0.76882
HSTNng__KSCYng,772,1.916803,500.0,11078.683,0.078553,False,0,0.049231,1.916803,0.761747
IPLSng__KSCYng,772,1.46274,500.0,6574.383,0.075936,False,0,0.056925,1.46274,0.750311
KSCYng__SNVAng,772,2.246594,500.0,14350.209,0.096656,False,0,0.001889,2.246594,0.828462
LOSAng__SNVAng,772,1.034501,500.0,2326.246,0.053933,False,0,0.03016,1.034501,0.846777
NYCMng__WASHng,772,0.102371,5.57,0.0,0.007777,False,0,0.044657,0.102371,0.90036
SNVAng__STTLng,772,1.143803,500.0,3410.529,0.056196,False,0,0.002922,1.143803,0.900019
ATLAM5__ATLAng,773,1.057094,500.0,2550.377,0.051402,False,0,0.018437,1.057094,0.87608
ATLAng__CHINng,773,0.608283,12.764,0.0,0.023238,False,0,0.023387,0.608283,0.91698
ATLAng__HSTNng,773,2.000293,500.0,11906.909,0.071802,False,0,0.180977,2.000293,0.496579
ATLAng__IPLSng,773,0.395307,8.269,0.0,0.081009,False,0,0.106903,0.395307,0.635807
ATLAng__WASHng,773,,,,0.080201,True,0,0.008102,1.188171,0.413581
CHINng__IPLSng,773,,,,0.061376,True,0,0.037338,1.144581,0.386311
CHINng__NYCMng,773,0.881936,42.35,812.802,0.044682,False,0,0.040515,0.881936,0.841829
DNVRng__KSCYng,773,0.779439,22.669,0.0,0.087367,False,0,0.081355,0.779439,0.678028
DNVRng__SNVAng,773,0.263657,6.79,0.0,0.016464,False,0,0.005628,0.263657,0.966726
HSTNng__KSCYng,773,1.913064,500.0,11041.598,0.081616,False,0,0.007827,1.913064,0.843364
IPLSng__KSCYng,773,1.394586,500.0,5898.295,0.090365,False,0,0.004622,1.394586,0.834172
KSCYng__SNVAng,773,2.234232,500.0,14227.581,0.099917,False,0,0.05951,2.234232,0.701164
LOSAng__SNVAng,773,0.996702,500.0,1951.285,0.053801,False,0,0.116174,0.996702,0.665865
NYCMng__WASHng,773,0.094383,5.521,0.0,0.008161,False,0,0.089631,0.094383,0.80494
SNVAng__STTLng,773,1.155556,500.0,3527.114,0.062926,False,0,0.034989,1.155556,0.82022
ATLAM5__ATLAng,774,1.021911,500.0,2201.354,0.051304,False,0,0.006537,1.021911,0.901322
ATLAng__CHINng,774,,,,0.031657,True,0,0.03991,0.557814,0.435053
ATLAng__HSTNng,774,1.955996,500.0,11467.481,0.081542,False,0,0.040497,1.955996,0.774694
ATLAng__IPLSng,774,0.386311,8.147,0.0,0.0842,False,0,0.035619,0.386311,0.780123
ATLAng__WASHng,774,,,,0.086916,True,0,0.039411,0.945604,0.335401
CHINng__IPLSng,774,1.173904,500.0,3709.131,0.061919,False,0,0.099916,1.173904,0.685311
CHINng__NYCMng,774,0.905483,52.9,1046.388,0.05212,False,0,0.051538,0.905483,0.805058
DNVRng__KSCYng,774,0.819852,27.755,196.932,0.091707,False,0,0.004909,0.819852,0.831121
DNVRng__SNVAng,774,0.297554,7.118,0.0,0.01975,False,0,0.004039,0.297554,0.964084
HSTNng__KSCYng,774,1.901751,500.0,10929.372,0.080064,False,0,0.01487,1.901751,0.83136
IPLSng__KSCYng,774,1.401218,500.0,5964.086,0.100879,False,0,0.035687,1.401218,0.749585
KSCYng__SNVAng,774,2.206503,500.0,13952.511,0.104367,False,0,0.007712,2.206503,0.802146
LOSAng__SNVAng,774,1.013313,500.0,2116.068,0.056843,False,0,0.011159,1.013313,0.881494
NYCMng__WASHng,774,,,,0.008563,True,0,0.058585,0.093673,0.437807
SNVAng__STTLng,774,1.166413,500.0,3634.814,0.065006,False,0,0.062618,1.166413,0.758238
ATLAM5__ATLAng,775,1.031386,500.0,2295.344,0.051448,False,0,0.055247,1.031386,0.798471
ATLAng__CHINng,775,0.567334,11.556,0.0,0.032583,False,0,0.050927,0.567334,0.841949
ATLAng__HSTNng,775,,,,0.081995,True,0,0.055183,1.933077,0.311153
ATLAng__IPLSng,775,0.369243,7.927,0.0,0.087784,False,0,0.039383,0.369243,0.765664
ATLAng__WASHng,775,,,,0.088221,True,0,0.012699,0.918333,0.389283
CHINng__IPLSng,775,1.13091,500.0,3282.624,0.060093,False,0,0.041489,1.13091,0.811693
CHINng__NYCMng,775,0.894734,47.499,939.761,0.048717,False,0,0.010328,0.894734,0.898052
DNVRng__KSCYng,775,0.787449,23.524,0.0,0.098259,False,0,0.021177,0.787449,0.784918
DNVRng__SNVAng,775,0.287684,7.019,0.0,0.021316,False,0,0.020275,0.287684,0.927037
HSTNng__KSCYng,775,1.872687,500.0,10641.055,0.083565,False,0,0.070598,1.872687,0.707611
IPLSng__KSCYng,775,1.391098,500.0,5863.691,0.10358,False,0,0.043155,1.391098,0.728934
KSCYng__SNVAng,775,2.168253,500.0,13573.075,0.107837,False,0,0.038143,2.168253,0.731731
LOSAng__SNVAng,775,0.994538,500.0,1929.819,0.050423,False,0,0.038196,0.994538,0.83625
NYCMng__WASHng,775,0.094517,5.522,0.0,0.004916,False,0,0.01226,0.094517,0.973803
SNVAng__STTLng,775,1.1415,500.0,3387.68,0.068372,False,0,0.015792,1.1415,0.850726
ATLAM5__ATLAng,776,1.034504,500.0,2326.277,0.053001,False,0,0.117867,1.034504,0.663757
ATLAng__CHINng,776,0.579844,11.9,0.0,0.033087,False,0,0.064475,0.579844,0.812496
ATLAng__HSTNng,776,,,,0.084952,True,0,0.047696,1.868415,0.321532
ATLAng__IPLSng,776,0.668014,15.061,0.0,0.08964,False,0,0.054097,0.668014,0.731293
ATLAng__WASHng,776,,,,0.090439,True,0,0.008169,0.890949,0.394782
CHINng__IPLSng,776,1.113329,500.0,3108.227,0.058206,False,0,0.019603,1.113329,0.861225
CHINng__NYCMng,776,0.878624,41.194,779.954,0.046381,False,0,0.042404,0.878624,0.834753
DNVRng__KSCYng,776,0.764588,21.239,0.0,0.101204,False,0,0.086768,0.764588,0.641411
DNVRng__SNVAng,776,0.26795,6.83,0.0,0.021422,False,0,0.026946,0.26795,0.912794
HSTNng__KSCYng,776,1.79218,500.0,9842.423,0.085747,False,0,0.068763,1.79218,0.7075
IPLSng__KSCYng,776,1.337088,500.0,5327.916,0.107481,False,0,0.05343,1.337088,0.700184
KSCYng__SNVAng,776,2.110338,500.0,12998.55,0.105804,False,0,0.097287,2.110338,0.610874
LOSAng__SNVAng,776,0.995108,500.0,1935.468,0.041416,False,0,0.048601,0.995108,0.830749
NYCMng__WASHng,776,0.094489,5.522,0.0,0.004807,False,0,0.029424,0.094489,0.937853
SNVAng__STTLng,776,1.087369,500.0,2850.702,0.068154,False,0,0.003095,1.087369,0.877864
ATLAM5__ATLAng,777,0.928199,69.637,1271.732,0.056613,False,0,0.025747,0.928199,0.851187
ATLAng__CHINng,777,0.535405,10.762,0.0,0.03617,False,0,0.015079,0.535405,0.910911
ATLAng__HSTNng,777,1.853587,500.0,10451.584,0.093074,False,0,0.068594,1.853587,0.694503
ATLAng__IPLSng,777,0.362588,7.844,0.0,0.089757,False,0,0.047648,0.362588,0.74466
ATLAng__WASHng,777,0.922163,64.237,1211.858,0.093138,False,0,0.124033,0.922163,0.577626
CHINng__IPLSng,777,1.089951,500.0,2876.318,0.05598,False,0,0.012875,1.089951,0.879451
CHINng__NYCMng,777,0.850657,33.48,502.513,0.047295,False,0,0.053911,0.850657,0.808853
DNVRng__KSCYng,777,0.779798,22.706,0.0,0.101865,False,0,0.070876,0.779798,0.673677
DNVRng__SNVAng,777,0.300518,7.148,0.0,0.021615,False,0,0.03617,0.300518,0.893016
HSTNng__KSCYng,777,1.82287,500.0,10146.866,0.09241,False,0,0.028521,1.82287,0.78011
IPLSng__KSCYng,777,1.367206,500.0,5626.68,0.112165,False,0,0.021623,1.367206,0.758638
KSCYng__SNVAng,777,2.13436,500.0,13236.847,0.110774,False,0,0.001995,2.13436,0.802512
LOSAng__SNVAng,777,0.986953,383.226,1854.572,0.049348,False,0,0.055357,0.986953,0.802066
NYCMng__WASHng,777,0.100094,5.556,0.0,0.006156,False,0,0.128699,0.100094,0.726312
SNVAng__STTLng,777,1.124531,500.0,3219.352,0.063456,False,0,0.074452,1.124531,0.736142
ATLAM5__ATLAng,778,0.927737,69.192,1267.156,0.060013,False,0,0.03829,0.927737,0.818575
ATLAng__CHINng,778,0.553107,11.188,0.0,0.037044,False,0,0.016432,0.553107,0.906468
ATLAng__HSTNng,778,1.92869,500.0,11196.6,0.102975,False,0,0.015989,1.92869,0.78725
ATLAng__IPLSng,778,0.453866,9.155,0.0,0.090594,False,0,0.100166,0.453866,0.63253
ATLAng__WASHng,778,0.90717,53.862,1063.13,0.096021,False,0,0.038063,0.90717,0.753435
CHINng__IPLSng,778,1.096452,500.0,2940.805,0.055468,False,0,0.074031,1.096452,0.751583
CHINng__NYCMng,778,0.851984,33.78,515.68,0.049532,False,0,0.01574,0.851984,0.885168
DNVRng__KSCYng,778,1.095214,500.0,2928.523,0.104522,False,0,0.002385,1.095214,0.813082
DNVRng__SNVAng,778,0.27642,6.91,0.0,0.023587,False,0,0.064882,0.27642,0.828952
HSTNng__KSCYng,778,1.760455,500.0,9527.712,0.10157,False,0,0.022634,1.760455,0.775817
IPLSng__KSCYng,778,1.667943,500.0,8609.994,0.11189,False,0,0.008419,1.667943,0.786947
KSCYng__SNVAng,778,2.057114,500.0,12470.567,0.11013,False,0,0.07669,2.057114,0.646369
LOSAng__SNVAng,778,0.982495,285.63,1810.349,0.047124,False,0,0.003225,0.982495,0.915914
NYCMng__WASHng,778,0.089188,5.49,0.0,0.007527,False,0,0.008939,0.089188,0.976041
SNVAng__STTLng,778,1.055396,500.0,2533.531,0.053623,False,0,0.021308,1.055396,0.865986
ATLAM5__ATLAng,779,0.95418,109.123,1529.466,0.059291,False,0,0.001726,0.95418,0.896899
ATLAng__CHINng,779,0.495682,9.914,0.0,0.034508,False,0,0.028691,0.495682,0.885271
ATLAng__HSTNng,779,1.789426,500.0,9815.105,0.101517,False,0,0.042317,1.789426,0.73446
ATLAng__IPLSng,779,0.343057,7.611,0.0,0.093013,False,0,0.016366,0.343057,0.804611
ATLAng__WASHng,779,0.853105,34.038,526.797,0.096239,False,0,0.000557,0.853105,0.832028
CHINng__IPLSng,779,1.055686,500.0,2536.408,0.051785,False,0,0.039823,1.055686,0.830339
CHINng__NYCMng,779,0.792285,24.071,0.0,0.043949,False,0,0.074507,0.792285,0.771572
DNVRng__KSCYng,779,,,,0.105561,True,0,0.072049,0.744915,0.232685
DNVRng__SNVAng,779,0.248039,6.649,0.0,0.024957,False,0,0.039862,0.248039,0.879151
HSTNng__KSCYng,779,1.761811,500.0,9541.164,0.110954,False,0,0.015487,1.761811,0.773768
IPLSng__KSCYng,779,1.285712,500.0,4818.262,0.116491,False,0,0.051205,1.285712,0.688452
KSCYng__SNVAng,779,2.02619,500.0,12163.807,0.111387,False,0,0.006198,2.02619,0.792542
LOSAng__SNVAng,779,,,,0.079994,True,0,0.00459,0.932995,0.421354
NYCMng__WASHng,779,,,,0.006934,True,0,0.037669,0.0885,0.484829
SNVAng__STTLng,779,1.053652,500.0,2516.224,0.051127,False,0,0.032364,1.053652,0.847251
ATLAM5__ATLAng,780,0.926374,67.911,1253.635,0.058419,False,0,0.109935,0.926374,0.67059
ATLAng__CHINng,780,0.517395,10.36,0.0,0.028638,False,0,0.039158,0.517395,0.873924
ATLAng__HSTNng,780,,,,0.099448,True,0,0.050267,1.769742,0.289702
ATLAng__IPLSng,780,0.343057,7.611,0.0,0.094476,False,1,0.033132,0.33021,0.651492
ATLAng__WASHng,780,0.861272,36.042,607.819,0.040455,False,0,0.047847,0.861272,0.834089
CHINng__IPLSng,780,1.055686,500.0,2536.408,0.059936,False,1,0.039095,1.128574,0.701877
CHINng__NYCMng,780,0.866185,37.365,656.557,0.045383,False,0,0.038994,0.866185,0.843754
DNVRng__KSCYng,780,,,,0.108151,True,0,0.060136,0.706031,0.253055
DNVRng__SNVAng,780,0.242103,6.597,0.0,0.025298,False,0,0.061019,0.242103,0.833969
HSTNng__KSCYng,780,1.698131,500.0,8909.464,0.116254,False,0,0.006773,1.698131,0.782462
IPLSng__KSCYng,780,1.323003,500.0,5188.195,0.125713,False,0,0.063873,1.323003,0.644965
KSCYng__SNVAng,780,2.000819,500.0,11912.127,0.122564,False,0,0.026713,2.000819,0.728966
LOSAng__SNVAng,780,0.933755,75.478,1326.853,0.087771,False,0,0.043,0.933755,0.758071
NYCMng__WASHng,780,0.091773,5.505,0.0,0.006851,False,0,0.004547,0.091773,0.986523
SNVAng__STTLng,780,1.051033,500.0,2490.243,0.056757,False,0,0.052651,1.051033,0.794264
ATLAM5__ATLAng,781,0.946563,93.567,1453.9,0.056241,False,0,0.065982,0.946563,0.767128
ATLAng__CHINng,781,0.537903,10.82,0.0,0.030514,False,0,0.028444,0.537903,0.89307
ATLAng__HSTNng,781,,,,0.097215,True,0,0.048095,1.743487,0.298345
ATLAng__IPLSng,781,0.346421,7.65,0.0,0.097951,False,0,0.007922,0.346421,0.813396
ATLAng__WASHng,781,0.861521,36.107,610.292,0.041618,False,0,0.09699,0.861521,0.72847
CHINng__IPLSng,781,1.0818,500.0,2795.459,0.056482,False,0,0.062836,1.0818,0.773314
CHINng__NYCMng,781,0.87514,40.045,745.393,0.045837,False,0,0.045596,0.87514,0.829023
DNVRng__KSCYng,781,,,,0.111391,True,0,0.030423,0.718669,0.309729
DNVRng__SNVAng,781,0.237827,6.56,0.0,0.024367,False,0,0.030588,0.237827,0.899758
HSTNng__KSCYng,781,1.685006,500.0,8779.256,0.118295,False,0,0.004577,1.685006,0.783369
IPLSng__KSCYng,781,1.284068,500.0,4801.956,0.13019,False,0,0.024895,1.284068,0.7189
KSCYng__SNVAng,781,1.992159,500.0,11826.212,0.126564,False,0,0.005432,1.992159,0.766497
LOSAng__SNVAng,781,,,,0.093842,True,0,0.051847,0.957404,0.29659
NYCMng__WASHng,781,,,,0.006876,True,0,0.002903,0.085107,0.558154
SNVAng__STTLng,781,1.053849,500.0,2518.185,0.05173,False,0,0.088207,1.053849,0.72854
ATLAM5__ATLAng,782,0.904768,52.504,1039.301,0.051276,False,0,0.01249,0.904768,0.888833
ATLAng__CHINng,782,,,,0.030536,True,0,0.070431,0.502281,0.372817
ATLAng__HSTNng,782,,,,0.098899,True,0,0.006873,1.741953,0.382093
ATLAng__IPLSng,782,0.387668,8.166,0.0,0.09813,False,0,0.015845,0.387668,0.796383
ATLAng__WASHng,782,,,,0.044746,True,0,0.085061,0.834274,0.316109
CHINng__IPLSng,782,1.037795,500.0,2358.925,0.063916,False,0,0.051568,1.037795,0.783498
CHINng__NYCMng,782,0.797417,24.681,0.0,0.05042,False,0,0.036426,0.797417,0.839982
DNVRng__KSCYng,782,,,,0.116157,True,0,0.070464,0.738318,0.216712
DNVRng__SNVAng,782,,,,0.023383,True,0,0.029801,0.250354,0.471423
HSTNng__KSCYng,782,1.66148,500.0,8545.881,0.12141,False,0,0.046275,1.66148,0.689871
IPLSng__KSCYng,782,1.263136,500.0,4594.311,0.135816,False,0,0.014096,1.263136,0.731391
KSCYng__SNVAng,782,,,,0.128187,True,0,0.025334,1.934781,0.289841
LOSAng__SNVAng,782,,,,0.09703,True,0,0.000175,0.879514,0.399608
NYCMng__WASHng,782,0.080419,5.437,0.0,0.007156,False,0,0.04293,0.080419,0.905128
SNVAng__STTLng,782,1.02256,500.0,2207.797,0.054209,False,0,0.017084,1.02256,0.873813
ATLAM5__ATLAng,783,0.89084,45.804,901.134,0.053228,False,0,0.01594,0.89084,0.878012
ATLAng__CHINng,783,,,,0.03488,True,0,0.006287,0.499018,0.499993
ATLAng__HSTNng,783,1.693145,500.0,8859.995,0.117474,False,0,0.005881,1.693145,0.782117
ATLAng__IPLSng,783,0.358442,7.794,0.0,0.042843,False,0,0.078383,0.358442,0.765426
ATLAng__WASHng,783,,,,0.050917,True,0,0.078396,0.829072,0.318899
CHINng__IPLSng,783,1.020279,500.0,2185.165,0.065845,False,0,0.057093,1.020279,0.768347
CHINng__NYCMng,783,0.773635,22.088,0.0,0.052238,False,0,0.057218,0.773635,0.792881
DNVRng__KSCYng,783,,,,0.119823,True,0,0.015981,0.716822,0.324779
DNVRng__SNVAng,783,0.231939,6.51,0.0,0.02384,False,0,0.087821,0.231939,0.780179
HSTNng__KSCYng,783,1.633474,500.0,8268.066,0.135621,False,0,0.077421,1.633474,0.598377
IPLSng__KSCYng,783,1.274491,500.0,4706.95,0.142684,False,0,0.073245,1.274491,0.5943
KSCYng__SNVAng,783,1.951197,500.0,11419.874,0.140712,False,0,0.023529,1.951197,0.702601
LOSAng__SNVAng,783,,,,0.103167,True,0,0.025354,0.898808,0.335394
NYCMng__WASHng,783,0.076463,5.414,0.0,0.007587,False,0,0.034578,0.076463,0.921931
SNVAng__STTLng,783,1.020317,500.0,2185.544,0.066712,False,0,0.033963,1.020317,0.815481
ATLAM5__ATLAng,784,0.900561,50.282,997.562,0.066537,False,0,0.011155,0.900561,0.863837
ATLAng__CHINng,784,,,,0.035099,True,0,0.033564,0.535802,0.442148
ATLAng__HSTNng,784,1.74527,500.0,9377.079,0.126049,False,0,0.074515,1.74527,0.621941
ATLAng__IPLSng,784,0.326139,7.42,0.0,0.043392,False,0,0.050724,0.326139,0.822677
ATLAng__WASHng,784,0.858978,35.455,585.063,0.054769,False,0,0.008224,0.858978,0.891454
CHINng__IPLSng,784,1.006924,500.0,2052.688,0.069998,False,0,0.034294,1.006924,0.808795
CHINng__NYCMng,784,0.773635,22.088,0.0,0.053279,False,1,0.019933,0.810764,0.754366
DNVRng__KSCYng,784,,,,0.124245,True,0,0.01641,0.708297,0.315817
DNVRng__SNVAng,784,,,,0.015898,True,0,0.016984,0.230525,0.512056
HSTNng__KSCYng,784,1.984214,500.0,11747.402,0.139146,False,0,0.042639,1.984214,0.665206
IPLSng__KSCYng,784,1.212286,500.0,4089.873,0.145071,False,0,0.028974,1.212286,0.68319
KSCYng__SNVAng,784,2.256025,500.0,14443.768,0.140517,False,0,0.028674,2.256025,0.692119
LOSAng__SNVAng,784,,,,0.105411,True,0,0.056678,1.196711,0.265333
NYCMng__WASHng,784,0.082577,5.45,0.0,0.007242,False,0,0.086858,0.082577,0.812454
SNVAng__STTLng,784,1.066024,500.0,2638.955,0.073114,False,0,0.03641,1.066024,0.798661
ATLAM5__ATLAng,785,0.852008,33.786,515.919,0.071171,False,0,0.063124,0.852008,0.745937
ATLAng__CHINng,785,0.503575,10.072,0.0,0.034475,False,0,0.037301,0.503575,0.867197
ATLAng__HSTNng,785,1.654651,500.0,8478.136,0.113549,False,0,0.058145,1.654651,0.679197
ATLAng__IPLSng,785,0.33643,7.535,0.0,0.030697,False,0,0.059032,0.33643,0.828316
ATLAng__WASHng,785,0.822519,28.172,223.392,0.062704,False,0,0.001802,0.822519,0.89052
CHINng__IPLSng,785,0.964762,141.894,1634.443,0.071415,False,0,0.000342,0.964762,0.87772
CHINng__NYCMng,785,0.791426,23.972,0.0,0.054437,False,0,0.032933,0.791426,0.840018
DNVRng__KSCYng,785,,,,0.047016,True,0,0.004701,0.698501,0.481219
DNVRng__SNVAng,785,,,,0.012332,True,0,0.047881,0.246392,0.453483
HSTNng__KSCYng,785,1.599738,500.0,7933.404,0.14686,False,0,0.06593,1.599738,0.602097
IPLSng__KSCYng,785,1.175368,500.0,3723.653,0.073395,False,0,0.046742,1.175368,0.776389
KSCYng__SNVAng,785,1.838743,500.0,10304.334,0.15085,False,0,0.015168,1.838743,0.701735
LOSAng__SNVAng,785,0.852894,33.989,524.708,0.107794,False,0,0.030994,0.852894,0.746868
NYCMng__WASHng,785,0.09298,5.513,0.0,0.007892,False,0,0.038502,0.09298,0.913111
SNVAng__STTLng,785,0.96032,126.009,1590.378,0.08174,False,0,0.010506,0.96032,0.837497
ATLAM5__ATLAng,786,1.002182,500.0,2005.647,0.081246,False,0,0.093098,1.002182,0.664451
ATLAng__CHINng,786,0.483726,9.685,0.0,0.03745,False,0,0.031377,0.483726,0.874253
ATLAng__HSTNng,786,1.646757,500.0,8399.832,0.106723,False,0,0.045652,1.646757,0.717949
ATLAng__IPLSng,786,0.299643,7.139,0.0,0.033145,False,0,0.006105,0.299643,0.935324
ATLAng__WASHng,786,0.952747,105.814,1515.251,0.066763,False,0,0.017009,0.952747,0.851093
CHINng__IPLSng,786,0.983527,303.521,1820.584,0.07123,False,0,0.036893,0.983527,0.801077
CHINng__NYCMng,786,0.760695,20.894,0.0,0.056747,False,0,0.050173,0.760695,0.799499
DNVRng__KSCYng,786,,,,0.045711,True,0,0.041973,0.663486,0.405097
DNVRng__SNVAng,786,,,,0.011726,True,0,0.053586,0.22253,0.442572
HSTNng__KSCYng,786,1.584173,500.0,7778.998,0.142603,False,0,0.05562,1.584173,0.631567
IPLSng__KSCYng,786,1.186058,500.0,3829.697,0.072855,False,0,0.058553,1.186058,0.752497
KSCYng__SNVAng,786,1.845797,500.0,10374.301,0.147581,False,0,0.035537,1.845797,0.664792
LOSAng__SNVAng,786,0.839761,31.203,394.432,0.109799,False,0,0.03393,0.839761,0.73703
NYCMng__WASHng,786,0.094082,5.519,0.0,0.007829,False,0,0.020759,0.094082,0.950595
SNVAng__STTLng,786,0.985493,344.668,1840.094,0.080452,False,0,0.031956,0.985493,0.794668
ATLAM5__ATLAng,787,0.876994,40.648,763.778,0.08103,False,0,0.005616,0.876994,0.849089
ATLAng__CHINng,787,0.476809,9.557,0.0,0.039979,False,0,0.102674,0.476809,0.719486
ATLAng__HSTNng,787,1.589063,500.0,7827.509,0.108813,False,0,0.019271,1.589063,0.769701
ATLAng__IPLSng,787,0.358295,7.792,0.0,0.034493,False,0,0.060351,0.358295,0.818618
ATLAng__WASHng,787,0.952747,105.814,1515.251,0.070711,False,1,0.024194,0.798856,0.713624
CHINng__IPLSng,787,0.922773,64.744,1217.905,0.064323,False,0,0.02907,0.922773,0.830141
CHINng__NYCMng,787,0.720177,17.868,0.0,0.054237,False,0,0.046178,0.720177,0.812489
DNVRng__KSCYng,787,0.639795,13.881,0.0,0.046602,False,0,0.03045,0.639795,0.859527
DNVRng__SNVAng,787,0.221694,6.424,0.0,0.012177,False,0,0.034101,0.221694,0.914572
HSTNng__KSCYng,787,1.551004,500.0,7449.957,0.150784,False,0,0.097863,1.551004,0.52769
