link_id,time_index,utilization,latency_proxy,queue_proxy
DNVRng__SNVAng,1170,0.057368,5.304,0.0
HSTNng__KSCYng,1170,0.470239,9.438,0.0
IPLSng__KSCYng,1170,0.298799,7.131,0.0
KSCYng__SNVAng,1170,0.512419,10.255,0.0
LOSAng__SNVAng,1170,0.222668,6.432,0.0
NYCMng__WASHng,1170,0.019445,5.099,0.0
SNVAng__STTLng,1170,0.248762,6.656,0.0
ATLAM5__ATLAng,1171,0.212398,6.348,0.0
ATLAng__CHINng,1171,0.174854,6.06,0.0
ATLAng__HSTNng,1171,0.448306,9.063,0.0
ATLAng__IPLSng,1171,0.099089,5.55,0.0
ATLAng__WASHng,1171,0.208576,6.318,0.0
CHINng__IPLSng,1171,0.252661,6.69,0.0
CHINng__NYCMng,1171,0.250901,6.675,0.0
DNVRng__KSCYng,1171,0.191778,6.186,0.0
DNVRng__SNVAng,1171,0.064984,5.348,0.0
HSTNng__KSCYng,1171,0.456782,9.204,0.0
IPLSng__KSCYng,1171,0.318073,7.332,0.0
KSCYng__SNVAng,1171,0.53654,10.788,0.0
LOSAng__SNVAng,1171,0.231397,6.505,0.0
NYCMng__WASHng,1171,0.01843,5.094,0.0
SNVAng__STTLng,1171,0.283709,6.98,0.0
ATLAM5__ATLAng,1172,0.252294,6.687,0.0
ATLAng__CHINng,1172,0.166083,5.996,0.0
ATLAng__HSTNng,1172,0.401351,8.352,0.0
ATLAng__IPLSng,1172,0.111028,5.624,0.0
ATLAng__WASHng,1172,0.221662,6.424,0.0
CHINng__IPLSng,1172,0.290858,7.051,0.0
CHINng__NYCMng,1172,0.228441,6.48,0.0
DNVRng__KSCYng,1172,0.167059,6.003,0.0
DNVRng__SNVAng,1172,0.064413,5.344,0.0
HSTNng__KSCYng,1172,0.43622,8.869,0.0
IPLSng__KSCYng,1172,0.394951,8.264,0.0
KSCYng__SNVAng,1172,0.603532,12.611,0.0
LOSAng__SNVAng,1172,0.287587,7.018,0.0
NYCMng__WASHng,1172,0.01705,5.087,0.0
SNVAng__STTLng,1172,0.281656,6.96,0.0
ATLAM5__ATLAng,1173,0.278696,6.932,0.0
ATLAng__CHINng,1173,0.188354,6.16,0.0
ATLAng__HSTNng,1173,0.482035,9.653,0.0
ATLAng__IPLSng,1173,0.091714,5.505,0.0
ATLAng__WASHng,1173,0.218495,6.398,0.0
CHINng__IPLSng,1173,0.301685,7.16,0.0
CHINng__NYCMng,1173,0.265456,6.807,0.0
DNVRng__KSCYng,1173,0.215362,6.372,0.0
DNVRng__SNVAng,1173,0.086462,5.473,0.0
HSTNng__KSCYng,1173,0.460145,9.262,0.0
IPLSng__KSCYng,1173,0.391167,8.212,0.0
KSCYng__SNVAng,1173,0.52543,10.536,0.0
LOSAng__SNVAng,1173,0.231726,6.508,0.0
NYCMng__WASHng,1173,0.014814,5.075,0.0
SNVAng__STTLng,1173,0.257425,6.733,0.0
ATLAM5__ATLAng,1174,0.212847,6.352,0.0
ATLAng__CHINng,1174,0.140983,5.821,0.0
ATLAng__HSTNng,1174,0.440402,8.935,0.0
ATLAng__IPLSng,1174,0.110861,5.623,0.0
ATLAng__WASHng,1174,0.237541,6.558,0.0
CHINng__IPLSng,1174,0.262907,6.783,0.0
CHINng__NYCMng,1174,0.20158,6.262,0.0
DNVRng__KSCYng,1174,0.163268,5.976,0.0
DNVRng__SNVAng,1174,0.055149,5.292,0.0
HSTNng__KSCYng,1174,0.474257,9.51,0.0
IPLSng__KSCYng,1174,0.371632,7.957,0.0
KSCYng__SNVAng,1174,0.593292,12.294,0.0
LOSAng__SNVAng,1174,0.267313,6.824,0.0
NYCMng__WASHng,1174,0.021505,5.11,0.0
SNVAng__STTLng,1174,0.288686,7.029,0.0
ATLAM5__ATLAng,1175,0.238423,6.565,0.0
ATLAng__CHINng,1175,0.126929,5.727,0.0
ATLAng__HSTNng,1175,0.433492,8.826,0.0
ATLAng__IPLSng,1175,0.126918,5.727,0.0
ATLAng__WASHng,1175,0.218628,6.399,0.0
CHINng__IPLSng,1175,0.251982,6.684,0.0
CHINng__NYCMng,1175,0.175181,6.062,0.0
DNVRng__KSCYng,1175,0.183461,6.123,0.0
DNVRng__SNVAng,1175,0.065971,5.353,0.0
HSTNng__KSCYng,1175,0.414448,8.539,0.0
IPLSng__KSCYng,1175,0.328961,7.451,0.0
KSCYng__SNVAng,1175,0.497064,9.942,0.0
LOSAng__SNVAng,1175,0.201621,6.263,0.0
NYCMng__WASHng,1175,0.024063,5.123,0.0
SNVAng__STTLng,1175,0.243339,6.608,0.0
ATLAM5__ATLAng,1176,0.225074,6.452,0.0
ATLAng__CHINng,1176,0.164239,5.983,0.0
ATLAng__HSTNng,1176,0.40383,8.387,0.0
ATLAng__IPLSng,1176,0.086106,5.471,0.0
ATLAng__WASHng,1176,0.233378,6.522,0.0
CHINng__IPLSng,1176,0.237742,6.559,0.0
CHINng__NYCMng,1176,0.217961,6.394,0.0
DNVRng__KSCYng,1176,0.161668,5.964,0.0
DNVRng__SNVAng,1176,0.056195,5.298,0.0
HSTNng__KSCYng,1176,0.409631,8.469,0.0
IPLSng__KSCYng,1176,0.31427,7.291,0.0
KSCYng__SNVAng,1176,0.504266,10.086,0.0
LOSAng__SNVAng,1176,0.214022,6.362,0.0
NYCMng__WASHng,1176,0.015886,5.081,0.0
SNVAng__STTLng,1176,0.253113,6.694,0.0
ATLAM5__ATLAng,1177,0.238667,6.567,0.0
ATLAng__CHINng,1177,0.128658,5.738,0.0
ATLAng__HSTNng,1177,0.470978,9.451,0.0
ATLAng__IPLSng,1177,0.078593,5.426,0.0
ATLAng__WASHng,1177,0.210747,6.335,0.0
CHINng__IPLSng,1177,0.303796,7.182,0.0
CHINng__NYCMng,1177,0.215964,6.377,0.0
DNVRng__KSCYng,1177,0.196525,6.223,0.0
DNVRng__SNVAng,1177,0.057974,5.308,0.0
HSTNng__KSCYng,1177,0.453111,9.143,0.0
IPLSng__KSCYng,1177,0.381619,8.086,0.0
KSCYng__SNVAng,1177,0.54613,11.016,0.0
LOSAng__SNVAng,1177,0.247259,6.642,0.0
NYCMng__WASHng,1177,0.017679,5.09,0.0
SNVAng__STTLng,1177,0.261292,6.769,0.0
ATLAM5__ATLAng,1178,0.271496,6.863,0.0
ATLAng__CHINng,1178,0.164661,5.986,0.0
ATLAng__HSTNng,1178,0.505286,10.107,0.0
ATLAng__IPLSng,1178,0.083646,5.456,0.0
ATLAng__WASHng,1178,0.213656,6.359,0.0
CHINng__IPLSng,1178,0.261844,6.774,0.0
CHINng__NYCMng,1178,0.231479,6.506,0.0
DNVRng__KSCYng,1178,0.179653,6.095,0.0
DNVRng__SNVAng,1178,0.071074,5.383,0.0
HSTNng__KSCYng,1178,0.44976,9.087,0.0
IPLSng__KSCYng,1178,0.318549,7.337,0.0
KSCYng__SNVAng,1178,0.53401,10.73,0.0
LOSAng__SNVAng,1178,0.236602,6.55,0.0
NYCMng__WASHng,1178,0.022772,5.117,0.0
SNVAng__STTLng,1178,0.297938,7.122,0.0
ATLAM5__ATLAng,1179,0.242629,6.602,0.0
ATLAng__CHINng,1179,0.159284,5.947,0.0
ATLAng__HSTNng,1179,0.440096,8.93,0.0
ATLAng__IPLSng,1179,0.088521,5.486,0.0
ATLAng__WASHng,1179,0.207082,6.306,0.0
CHINng__IPLSng,1179,0.241552,6.592,0.0
CHINng__NYCMng,1179,0.200692,6.255,0.0
DNVRng__KSCYng,1179,0.154938,5.917,0.0
DNVRng__SNVAng,1179,0.064225,5.343,0.0
HSTNng__KSCYng,1179,0.408941,8.459,0.0
IPLSng__KSCYng,1179,0.301136,7.154,0.0
KSCYng__SNVAng,1179,0.489414,9.793,0.0
LOSAng__SNVAng,1179,0.215605,6.374,0.0
NYCMng__WASHng,1179,0.018238,5.093,0.0
SNVAng__STTLng,1179,0.258061,6.739,0.0
ATLAM5__ATLAng,1180,0.221693,6.424,0.0
ATLAng__CHINng,1180,0.135291,5.782,0.0
ATLAng__HSTNng,1180,0.471981,9.469,0.0
ATLAng__IPLSng,1180,0.077599,5.421,0.0
ATLAng__WASHng,1180,0.237635,6.559,0.0
CHINng__IPLSng,1180,0.258176,6.74,0.0
CHINng__NYCMng,1180,0.228555,6.481,0.0
DNVRng__KSCYng,1180,0.181486,6.109,0.0
DNVRng__SNVAng,1180,0.058875,5.313,0.0
HSTNng__KSCYng,1180,0.469346,9.422,0.0
IPLSng__KSCYng,1180,0.330543,7.469,0.0
KSCYng__SNVAng,1180,0.559789,11.358,0.0
LOSAng__SNVAng,1180,0.218726,6.4,0.0
NYCMng__WASHng,1180,0.052389,5.276,0.0
SNVAng__STTLng,1180,0.276552,6.911,0.0
ATLAM5__ATLAng,1181,0.190166,6.174,0.0
ATLAng__CHINng,1181,0.15286,5.902,0.0
ATLAng__HSTNng,1181,0.513287,10.273,0.0
ATLAng__IPLSng,1181,0.078259,5.425,0.0
ATLAng__WASHng,1181,0.239079,6.571,0.0
CHINng__IPLSng,1181,0.281625,6.96,0.0
CHINng__NYCMng,1181,0.234071,6.528,0.0
DNVRng__KSCYng,1181,0.207306,6.308,0.0
DNVRng__SNVAng,1181,0.080405,5.437,0.0
HSTNng__KSCYng,1181,0.456483,9.199,0.0
IPLSng__KSCYng,1181,0.355874,7.762,0.0
KSCYng__SNVAng,1181,0.513781,10.283,0.0
LOSAng__SNVAng,1181,0.255027,6.712,0.0
NYCMng__WASHng,1181,0.025505,5.131,0.0
SNVAng__STTLng,1181,0.224017,6.443,0.0
ATLAM5__ATLAng,1182,0.292464,7.067,0.0
ATLAng__CHINng,1182,0.190915,6.18,0.0
ATLAng__HSTNng,1182,0.489623,9.797,0.0
ATLAng__IPLSng,1182,0.097408,5.54,0.0
ATLAng__WASHng,1182,0.220673,6.416,0.0
CHINng__IPLSng,1182,0.273611,6.883,0.0
CHINng__NYCMng,1182,0.257545,6.734,0.0
DNVRng__KSCYng,1182,0.186762,6.148,0.0
DNVRng__SNVAng,1182,0.115124,5.651,0.0
HSTNng__KSCYng,1182,0.433522,8.826,0.0
IPLSng__KSCYng,1182,0.349625,7.688,0.0
KSCYng__SNVAng,1182,0.540542,10.882,0.0
LOSAng__SNVAng,1182,0.253239,6.696,0.0
NYCMng__WASHng,1182,0.027341,5.141,0.0
SNVAng__STTLng,1182,0.272024,6.868,0.0
ATLAM5__ATLAng,1183,0.246229,6.633,0.0
ATLAng__CHINng,1183,0.128521,5.737,0.0
ATLAng__HSTNng,1183,0.443034,8.977,0.0
ATLAng__IPLSng,1183,0.10823,5.607,0.0
ATLAng__WASHng,1183,0.205718,6.295,0.0
CHINng__IPLSng,1183,0.308576,7.231,0.0
CHINng__NYCMng,1183,0.224454,6.447,0.0
DNVRng__KSCYng,1183,0.251644,6.681,0.0
DNVRng__SNVAng,1183,0.072793,5.393,0.0
HSTNng__KSCYng,1183,0.454767,9.17,0.0
IPLSng__KSCYng,1183,0.392798,8.234,0.0
KSCYng__SNVAng,1183,0.590877,12.221,0.0
LOSAng__SNVAng,1183,0.315593,7.306,0.0
NYCMng__WASHng,1183,0.030549,5.158,0.0
SNVAng__STTLng,1183,0.247395,6.644,0.0
ATLAM5__ATLAng,1184,0.265019,6.803,0.0
ATLAng__CHINng,1184,0.151704,5.894,0.0
ATLAng__HSTNng,1184,0.481849,9.65,0.0
ATLAng__IPLSng,1184,0.102423,5.571,0.0
ATLAng__WASHng,1184,0.25784,6.737,0.0
CHINng__IPLSng,1184,0.258651,6.744,0.0
CHINng__NYCMng,1184,0.191453,6.184,0.0
DNVRng__KSCYng,1184,0.183235,6.122,0.0
DNVRng__SNVAng,1184,0.091256,5.502,0.0
HSTNng__KSCYng,1184,0.462679,9.305,0.0
IPLSng__KSCYng,1184,0.353799,7.738,0.0
KSCYng__SNVAng,1184,0.53917,10.85,0.0
LOSAng__SNVAng,1184,0.281929,6.963,0.0
NYCMng__WASHng,1184,0.018452,5.094,0.0
SNVAng__STTLng,1184,0.254874,6.71,0.0
ATLAM5__ATLAng,1185,0.256797,6.728,0.0
ATLAng__CHINng,1185,0.14523,5.85,0.0
ATLAng__HSTNng,1185,0.499688,9.994,0.0
ATLAng__IPLSng,1185,0.089903,5.494,0.0
ATLAng__WASHng,1185,0.241487,6.592,0.0
CHINng__IPLSng,1185,0.284923,6.992,0.0
CHINng__NYCMng,1185,0.222499,6.431,0.0
DNVRng__KSCYng,1185,0.211725,6.343,0.0
DNVRng__SNVAng,1185,0.067891,5.364,0.0
HSTNng__KSCYng,1185,0.462824,9.308,0.0
IPLSng__KSCYng,1185,0.386095,8.145,0.0
KSCYng__SNVAng,1185,0.548043,11.063,0.0
LOSAng__SNVAng,1185,0.257878,6.737,0.0
NYCMng__WASHng,1185,0.021853,5.112,0.0
SNVAng__STTLng,1185,0.285249,6.995,0.0
ATLAM5__ATLAng,1186,0.304969,7.194,0.0
ATLAng__CHINng,1186,0.140141,5.815,0.0
ATLAng__HSTNng,1186,0.504955,10.1,0.0
ATLAng__IPLSng,1186,0.090066,5.495,0.0
ATLAng__WASHng,1186,0.211777,6.343,0.0
CHINng__IPLSng,1186,0.325502,7.413,0.0
CHINng__NYCMng,1186,0.236462,6.548,0.0
DNVRng__KSCYng,1186,0.236886,6.552,0.0
DNVRng__SNVAng,1186,0.069053,5.371,0.0
HSTNng__KSCYng,1186,0.498726,9.975,0.0
IPLSng__KSCYng,1186,0.399797,8.331,0.0
KSCYng__SNVAng,1186,0.577518,11.835,0.0
LOSAng__SNVAng,1186,0.274405,6.891,0.0
NYCMng__WASHng,1186,0.01864,5.095,0.0
SNVAng__STTLng,1186,0.271297,6.862,0.0
ATLAM5__ATLAng,1187,0.297121,7.114,0.0
ATLAng__CHINng,1187,0.193917,6.203,0.0
ATLAng__HSTNng,1187,0.516801,10.348,0.0
ATLAng__IPLSng,1187,0.109951,5.618,0.0
ATLAng__WASHng,1187,0.237065,6.554,0.0
CHINng__IPLSng,1187,0.335832,7.528,0.0
CHINng__NYCMng,1187,0.273018,6.878,0.0
DNVRng__KSCYng,1187,0.195192,6.213,0.0
DNVRng__SNVAng,1187,0.072403,5.39,0.0
HSTNng__KSCYng,1187,0.489044,9.786,0.0
IPLSng__KSCYng,1187,0.423125,8.667,0.0
KSCYng__SNVAng,1187,0.659205,14.672,0.0
LOSAng__SNVAng,1187,0.312555,7.273,0.0
NYCMng__WASHng,1187,0.028812,5.148,0.0
SNVAng__STTLng,1187,0.319082,7.343,0.0
ATLAM5__ATLAng,1188,0.298484,7.127,0.0
ATLAng__CHINng,1188,0.194848,6.21,0.0
ATLAng__HSTNng,1188,0.600389,12.512,0.0
ATLAng__IPLSng,1188,0.103347,5.576,0.0
ATLAng__WASHng,1188,0.290917,7.051,0.0
CHINng__IPLSng,1188,0.369517,7.93,0.0
CHINng__NYCMng,1188,0.346026,7.646,0.0
DNVRng__KSCYng,1188,0.225858,6.459,0.0
DNVRng__SNVAng,1188,0.071283,5.384,0.0
HSTNng__KSCYng,1188,0.575346,11.774,0.0
IPLSng__KSCYng,1188,0.440186,8.932,0.0
KSCYng__SNVAng,1188,0.713601,17.458,0.0
LOSAng__SNVAng,1188,0.287826,7.021,0.0
NYCMng__WASHng,1188,0.0268,5.138,0.0
SNVAng__STTLng,1188,0.353853,7.738,0.0
ATLAM5__ATLAng,1189,0.317938,7.331,0.0
ATLAng__CHINng,1189,0.200891,6.257,0.0
ATLAng__HSTNng,1189,0.662574,14.818,0.0
ATLAng__IPLSng,1189,0.165596,5.992,0.0
ATLAng__WASHng,1189,0.332218,7.487,0.0
CHINng__IPLSng,1189,0.338386,7.557,0.0
CHINng__NYCMng,1189,0.259081,6.748,0.0
DNVRng__KSCYng,1189,0.21534,6.372,0.0
DNVRng__SNVAng,1189,0.11671,5.661,0.0
HSTNng__KSCYng,1189,0.588347,12.146,0.0
IPLSng__KSCYng,1189,0.400463,8.34,0.0
KSCYng__SNVAng,1189,0.666457,14.991,0.0
LOSAng__SNVAng,1189,0.33405,7.508,0.0
NYCMng__WASHng,1189,0.022823,5.117,0.0
SNVAng__STTLng,1189,0.401651,8.356,0.0
ATLAM5__ATLAng,1190,0.307429,7.219,0.0
ATLAng__CHINng,1190,0.178742,6.088,0.0
ATLAng__HSTNng,1190,0.725727,18.23,0.0
ATLAng__IPLSng,1190,0.134125,5.775,0.0
ATLAng__WASHng,1190,0.281875,6.963,0.0
CHINng__IPLSng,1190,0.372392,7.967,0.0
CHINng__NYCMng,1190,0.285247,6.995,0.0
DNVRng__KSCYng,1190,0.240082,6.58,0.0
DNVRng__SNVAng,1190,0.074565,5.403,0.0
HSTNng__KSCYng,1190,0.703267,16.85,0.0
IPLSng__KSCYng,1190,0.426961,8.725,0.0
KSCYng__SNVAng,1190,0.822345,28.144,221.66
LOSAng__SNVAng,1190,0.463587,9.321,0.0
NYCMng__WASHng,1190,0.036677,5.19,0.0
SNVAng__STTLng,1190,0.34245,7.604,0.0
ATLAM5__ATLAng,1191,0.424735,8.692,0.0
ATLAng__CHINng,1191,0.181398,6.108,0.0
ATLAng__HSTNng,1191,0.709028,17.184,0.0
ATLAng__IPLSng,1191,0.097462,5.54,0.0
ATLAng__WASHng,1191,0.316396,7.314,0.0
CHINng__IPLSng,1191,0.337957,7.552,0.0
CHINng__NYCMng,1191,0.257459,6.734,0.0
DNVRng__KSCYng,1191,0.274087,6.888,0.0
DNVRng__SNVAng,1191,0.094166,5.52,0.0
HSTNng__KSCYng,1191,0.684006,15.823,0.0
IPLSng__KSCYng,1191,0.444743,9.005,0.0
KSCYng__SNVAng,1191,0.709075,17.187,0.0
LOSAng__SNVAng,1191,0.361595,7.832,0.0
NYCMng__WASHng,1191,0.027039,5.139,0.0
SNVAng__STTLng,1191,0.355083,7.753,0.0
ATLAM5__ATLAng,1192,0.321993,7.375,0.0
ATLAng__CHINng,1192,0.198619,6.239,0.0
ATLAng__HSTNng,1192,0.668688,15.092,0.0
ATLAng__IPLSng,1192,0.115106,5.65,0.0
ATLAng__WASHng,1192,0.321429,7.368,0.0
CHINng__IPLSng,1192,0.409749,8.471,0.0
CHINng__NYCMng,1192,0.319419,7.347,0.0
DNVRng__KSCYng,1192,0.276749,6.913,0.0
DNVRng__SNVAng,1192,0.102585,5.572,0.0
HSTNng__KSCYng,1192,0.656198,14.543,0.0
IPLSng__KSCYng,1192,0.485212,9.713,0.0
KSCYng__SNVAng,1192,0.818275,27.514,181.292
LOSAng__SNVAng,1192,0.345542,7.64,0.0
NYCMng__WASHng,1192,0.024828,5.127,0.0
SNVAng__STTLng,1192,0.494682,9.895,0.0
ATLAM5__ATLAng,1193,0.356748,7.773,0.0
ATLAng__CHINng,1193,0.152408,5.899,0.0
ATLAng__HSTNng,1193,0.644833,14.078,0.0
ATLAng__IPLSng,1193,0.129083,5.741,0.0
ATLAng__WASHng,1193,0.335301,7.522,0.0
CHINng__IPLSng,1193,0.386281,8.147,0.0
CHINng__NYCMng,1193,0.29769,7.119,0.0
DNVRng__KSCYng,1193,0.290071,7.043,0.0
DNVRng__SNVAng,1193,0.082901,5.452,0.0
HSTNng__KSCYng,1193,0.646282,14.136,0.0
IPLSng__KSCYng,1193,0.459071,9.243,0.0
KSCYng__SNVAng,1193,0.701212,16.734,0.0
LOSAng__SNVAng,1193,0.327589,7.436,0.0
NYCMng__WASHng,1193,0.026256,5.135,0.0
SNVAng__STTLng,1193,0.348597,7.676,0.0
ATLAM5__ATLAng,1194,0.341487,7.593,0.0
ATLAng__CHINng,1194,0.190832,6.179,0.0
ATLAng__HSTNng,1194,0.714234,17.497,0.0
ATLAng__IPLSng,1194,0.1246,5.712,0.0
ATLAng__WASHng,1194,0.373772,7.984,0.0
CHINng__IPLSng,1194,0.391856,8.222,0.0
CHINng__NYCMng,1194,0.335745,7.527,0.0
DNVRng__KSCYng,1194,0.289245,7.035,0.0
DNVRng__SNVAng,1194,0.103869,5.58,0.0
HSTNng__KSCYng,1194,0.658208,14.629,0.0
IPLSng__KSCYng,1194,0.532702,10.7,0.0
KSCYng__SNVAng,1194,0.797594,24.703,0.0
LOSAng__SNVAng,1194,0.379346,8.056,0.0
NYCMng__WASHng,1194,0.033083,5.171,0.0
SNVAng__STTLng,1194,0.365672,7.882,0.0
ATLAM5__ATLAng,1195,0.395675,8.274,0.0
ATLAng__CHINng,1195,0.217285,6.388,0.0
ATLAng__HSTNng,1195,0.702311,16.796,0.0
ATLAng__IPLSng,1195,0.143841,5.84,0.0
ATLAng__WASHng,1195,0.325048,7.408,0.0
CHINng__IPLSng,1195,0.438172,8.9,0.0
CHINng__NYCMng,1195,0.461324,9.282,0.0
DNVRng__KSCYng,1195,0.279059,6.935,0.0
DNVRng__SNVAng,1195,0.105924,5.592,0.0
HSTNng__KSCYng,1195,0.675744,15.42,0.0
IPLSng__KSCYng,1195,0.517055,10.353,0.0
KSCYng__SNVAng,1195,0.842944,31.836,426.007
LOSAng__SNVAng,1195,0.403323,8.38,0.0
NYCMng__WASHng,1195,0.033733,5.175,0.0
SNVAng__STTLng,1195,0.403854,8.387,0.0
ATLAM5__ATLAng,1196,0.379801,8.062,0.0
ATLAng__CHINng,1196,0.227882,6.476,0.0
ATLAng__HSTNng,1196,0.680707,15.66,0.0
ATLAng__IPLSng,1196,0.120219,5.683,0.0
ATLAng__WASHng,1196,0.33607,7.531,0.0
CHINng__IPLSng,1196,0.436684,8.876,0.0
CHINng__NYCMng,1196,0.341555,7.594,0.0
DNVRng__KSCYng,1196,0.279356,6.938,0.0
DNVRng__SNVAng,1196,0.101938,5.568,0.0
HSTNng__KSCYng,1196,0.666083,14.974,0.0
IPLSng__KSCYng,1196,0.528961,10.615,0.0
KSCYng__SNVAng,1196,0.830528,29.503,302.837
LOSAng__SNVAng,1196,0.514853,10.306,0.0
NYCMng__WASHng,1196,0.038213,5.199,0.0
SNVAng__STTLng,1196,0.426471,8.718,0.0
ATLAM5__ATLAng,1197,0.413334,8.523,0.0
ATLAng__CHINng,1197,0.208999,6.321,0.0
ATLAng__HSTNng,1197,0.78072,22.802,0.0
ATLAng__IPLSng,1197,0.154274,5.912,0.0
ATLAng__WASHng,1197,0.37404,7.988,0.0
CHINng__IPLSng,1197,0.432468,8.81,0.0
CHINng__NYCMng,1197,0.333981,7.507,0.0
DNVRng__KSCYng,1197,0.309876,7.245,0.0
DNVRng__SNVAng,1197,0.117879,5.668,0.0
HSTNng__KSCYng,1197,0.738133,19.094,0.0
IPLSng__KSCYng,1197,0.548756,11.08,0.0
KSCYng__SNVAng,1197,0.880454,41.825,798.099
LOSAng__SNVAng,1197,0.416061,8.563,0.0
NYCMng__WASHng,1197,0.035854,5.186,0.0
SNVAng__STTLng,1197,0.476681,9.554,0.0
ATLAM5__ATLAng,1198,0.416558,8.57,0.0
ATLAng__CHINng,1198,0.229003,6.485,0.0
ATLAng__HSTNng,1198,0.825504,28.654,252.999
ATLAng__IPLSng,1198,0.226739,6.466,0.0
ATLAng__WASHng,1198,0.478347,9.585,0.0
CHINng__IPLSng,1198,0.535656,10.768,0.0
CHINng__NYCMng,1198,0.428328,8.746,0.0
DNVRng__KSCYng,1198,0.319805,7.351,0.0
DNVRng__SNVAng,1198,0.112912,5.636,0.0
HSTNng__KSCYng,1198,0.77602,22.323,0.0
IPLSng__KSCYng,1198,0.630184,13.52,0.0
KSCYng__SNVAng,1198,0.971901,177.941,1705.256
LOSAng__SNVAng,1198,0.45331,9.146,0.0
NYCMng__WASHng,1198,0.037181,5.193,0.0
SNVAng__STTLng,1198,0.458664,9.236,0.0
ATLAM5__ATLAng,1199,0.415219,8.55,0.0
ATLAng__CHINng,1199,0.215836,6.376,0.0
ATLAng__HSTNng,1199,0.822741,28.207,225.594
ATLAng__IPLSng,1199,0.179503,6.094,0.0
ATLAng__WASHng,1199,0.399222,8.323,0.0
CHINng__IPLSng,1199,0.484546,9.7,0.0
CHINng__NYCMng,1199,0.364891,7.873,0.0
DNVRng__KSCYng,1199,0.376682,8.022,0.0
DNVRng__SNVAng,1199,0.106825,5.598,0.0
HSTNng__KSCYng,1199,0.776841,22.406,0.0
IPLSng__KSCYng,1199,0.599745,12.492,0.0
KSCYng__SNVAng,1199,0.870549,38.625,699.842
LOSAng__SNVAng,1199,0.418022,8.591,0.0
NYCMng__WASHng,1199,0.034363,5.178,0.0
SNVAng__STTLng,1199,0.449161,9.077,0.0
ATLAM5__ATLAng,1200,0.445454,9.016,0.0
ATLAng__CHINng,1200,0.243054,6.605,0.0
ATLAng__HSTNng,1200,0.817182,27.35,170.441
ATLAng__IPLSng,1200,0.179027,6.09,0.0
ATLAng__WASHng,1200,0.392752,8.234,0.0
CHINng__IPLSng,1200,0.495429,9.909,0.0
CHINng__NYCMng,1200,0.38074,8.074,0.0
DNVRng__KSCYng,1200,0.331656,7.481,0.0
DNVRng__SNVAng,1200,0.12093,5.688,0.0
HSTNng__KSCYng,1200,0.772055,21.935,0.0
IPLSng__KSCYng,1200,0.585074,12.05,0.0
KSCYng__SNVAng,1200,0.897428,48.746,966.482
LOSAng__SNVAng,1200,0.401648,8.356,0.0
NYCMng__WASHng,1200,0.046357,5.243,0.0
SNVAng__STTLng,1200,0.523415,10.491,0.0
ATLAM5__ATLAng,1201,0.438027,8.897,0.0
ATLAng__CHINng,1201,0.243489,6.609,0.0
ATLAng__HSTNng,1201,0.830084,29.426,298.435
ATLAng__IPLSng,1201,0.154675,5.915,0.0
ATLAng__WASHng,1201,0.410289,8.479,0.0
CHINng__IPLSng,1201,0.492652,9.855,0.0
CHINng__NYCMng,1201,0.396211,8.281,0.0
DNVRng__KSCYng,1201,0.319533,7.348,0.0
DNVRng__SNVAng,1201,0.110135,5.619,0.0
HSTNng__KSCYng,1201,0.783703,23.116,0.0
IPLSng__KSCYng,1201,0.626826,13.399,0.0
KSCYng__SNVAng,1201,0.979795,247.459,1783.563
LOSAng__SNVAng,1201,0.430216,8.775,0.0
NYCMng__WASHng,1201,0.034079,5.176,0.0
SNVAng__STTLng,1201,0.497029,9.941,0.0
ATLAM5__ATLAng,1202,0.468335,9.404,0.0
ATLAng__CHINng,1202,0.249253,6.66,0.0
ATLAng__HSTNng,1202,0.876691,40.549,760.778
ATLAng__IPLSng,1202,0.192353,6.191,0.0
ATLAng__WASHng,1202,0.428977,8.756,0.0
CHINng__IPLSng,1202,0.530244,10.644,0.0
CHINng__NYCMng,1202,0.433644,8.828,0.0
DNVRng__KSCYng,1202,0.359346,7.805,0.0
DNVRng__SNVAng,1202,0.122599,5.699,0.0
HSTNng__KSCYng,1202,0.835734,30.438,354.478
IPLSng__KSCYng,1202,0.650308,14.298,0.0
KSCYng__SNVAng,1202,0.974611,196.938,1732.144
LOSAng__SNVAng,1202,0.452192,9.127,0.0
NYCMng__WASHng,1202,0.044001,5.23,0.0
SNVAng__STTLng,1202,0.476994,9.56,0.0
ATLAM5__ATLAng,1203,0.475579,9.534,0.0
ATLAng__CHINng,1203,0.270568,6.855,0.0
ATLAng__HSTNng,1203,0.920383,62.8,1194.196
ATLAng__IPLSng,1203,0.196504,6.223,0.0
ATLAng__WASHng,1203,0.462641,9.305,0.0
CHINng__IPLSng,1203,0.525738,10.543,0.0
CHINng__NYCMng,1203,0.421462,8.642,0.0
DNVRng__KSCYng,1203,0.358823,7.798,0.0
DNVRng__SNVAng,1203,0.134241,5.775,0.0
HSTNng__KSCYng,1203,0.876648,40.534,760.347
IPLSng__KSCYng,1203,0.631328,13.562,0.0
KSCYng__SNVAng,1203,1.005575,500.0,2039.301
LOSAng__SNVAng,1203,0.488037,9.766,0.0
NYCMng__WASHng,1203,0.040735,5.212,0.0
SNVAng__STTLng,1203,0.538951,10.845,0.0
ATLAM5__ATLAng,1204,0.472592,9.48,0.0
ATLAng__CHINng,1204,0.299265,7.135,0.0
